"Year","State","Sex","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","Georgia","Females","16**","1,356,853","1.18**","1.18**","941"
"2014","Hawaii","Males","--","174,532","--","--","--"
"2014","Hawaii","Females","--","164,503","--","--","--"
"2014","Idaho","Males","--","243,292","--","--","--"
"2014","Idaho","Females","--","232,462","--","--","--"
"2014","Illinois","Males","17**","1,703,772","1.00**","1.00**","987"
"2014","Illinois","Females","11**","1,632,585","0.67**","0.68**","673"
"2014","Indiana","Males","20**","904,086","2.21**","2.22**","1,112"
"2014","Indiana","Females","--","862,877","--","--","--"
"2014","Iowa","Males","--","419,784","--","--","--"
"2014","Iowa","Females","--","400,781","--","--","--"
"2014","Kansas","Males","--","412,506","--","--","--"
"2014","Kansas","Females","--","391,674","--","--","--"
"2014","Kentucky","Males","12**","578,402","2.08**","2.07**","649"
"2014","Kentucky","Females","--","549,967","--","--","--"
"2014","Louisiana","Males","23","627,291","3.67","3.58","1,365"
"2014","Louisiana","Females","--","602,872","--","--","--"
"2014","Maine","Males","--","150,989","--","--","--"
"2014","Maine","Females","--","142,732","--","--","--"
"2014","Maryland","Males","10**","767,306","1.30**","1.29**","556"
"2014","Maryland","Females","--","737,360","--","--","--"
"2014","Massachusetts","Males","--","814,281","--","--","--"
"2014","Massachusetts","Females","0**","787,932","0.00**","0.00**","--"
"2014","Michigan","Males","11**","1,282,136","0.86**","0.83**","573"
"2014","Michigan","Females","--","1,224,119","--","--","--"
"2014","Minnesota","Males","--","728,260","--","--","--"
"2014","Minnesota","Females","0**","698,326","0.00**","0.00**","--"
"2014","Mississippi","Males","14**","416,089","3.37**","3.37**","788"
"2014","Mississippi","Females","--","400,095","--","--","--"
"2014","Missouri","Males","17**","794,453","2.14**","2.12**","914"
"2014","Missouri","Females","--","757,264","--","--","--"
"2014","Montana","Males","--","129,558","--","--","--"
"2014","Montana","Females","--","122,136","--","--","--"
"2014","Nebraska","Males","--","266,388","--","--","--"
"2014","Nebraska","Females","--","254,252","--","--","--"
"2014","Nevada","Males","--","371,710","--","--","--"
"2014","Nevada","Females","--","353,708","--","--","--"
"2014","New Hampshire","Males","0**","156,502","0.00**","0.00**","--"
"2014","New Hampshire","Females","0**","150,540","0.00**","0.00**","--"
"2014","New Jersey","Males","--","1,134,736","--","--","--"
"2014","New Jersey","Females","--","1,084,619","--","--","--"
"2014","New Mexico","Males","--","285,810","--","--","--"
"2014","New Mexico","Females","--","274,212","--","--","--"
"2014","New York","Males","14**","2,416,902","0.58**","0.57**","786"
"2014","New York","Females","--","2,317,322","--","--","--"
"2014","North Carolina","Males","34","1,302,247","2.61","2.61","1,885"
"2014","North Carolina","Females","--","1,250,399","--","--","--"
"2014","North Dakota","Males","--","98,176","--","--","--"
"2014","North Dakota","Females","0**","92,946","0.00**","0.00**","--"
"2014","Ohio","Males","22","1,510,334","1.46","1.46","1,246"
"2014","Ohio","Females","--","1,444,059","--","--","--"
"2014","Oklahoma","Males","14**","541,782","2.58**","2.56**","799"
"2014","Oklahoma","Females","--","515,457","--","--","--"
"2014","Oregon","Males","--","490,020","--","--","--"
"2014","Oregon","Females","--","467,380","--","--","--"
"2014","Pennsylvania","Males","17**","1,564,740","1.09**","1.06**","902"
"2014","Pennsylvania","Females","--","1,497,682","--","--","--"
"2014","Rhode Island","Males","--","126,013","--","--","--"
"2014","Rhode Island","Females","0**","122,062","0.00**","0.00**","--"
"2014","South Carolina","Males","13**","618,368","2.10**","2.08**","670"
"2014","South Carolina","Females","--","595,161","--","--","--"
"2014","South Dakota","Males","--","119,945","--","--","--"
"2014","South Dakota","Females","--","113,549","--","--","--"
"2014","Tennessee","Males","18**","847,754","2.12**","2.12**","971"
"2014","Tennessee","Females","--","812,069","--","--","--"
"2014","Texas","Males","70","4,034,821","1.74","1.73","3,907"
"2014","Texas","Females","20**","3,863,615","0.52**","0.51**","1,187"
"2014","Utah","Males","--","507,510","--","--","--"
"2014","Utah","Females","--","482,202","--","--","--"
"2014","Vermont","Males","0**","73,378","0.00**","0.00**","--"
"2014","Vermont","Females","0**","69,342","0.00**","0.00**","--"
"2014","Virginia","Males","--","1,066,447","--","--","--"
"2014","Virginia","Females","--","1,023,163","--","--","--"
"2014","Washington","Males","14**","908,763","1.54**","1.55**","717"
"2014","Washington","Females","--","865,884","--","--","--"
"2014","West Virginia","Males","--","218,722","--","--","--"
"2014","West Virginia","Females","--","207,664","--","--","--"
"2014","Wisconsin","Males","11**","746,815","1.47**","1.48**","613"
"2014","Wisconsin","Females","--","713,881","--","--","--"
"2014","Wyoming","Males","--","78,754","--","--","--"
"2014","Wyoming","Females","--","74,396","--","--","--"
"2013","Alabama","Males","12**","631,672","1.90**","1.91**","686"
"2013","Alabama","Females","--","608,256","--","--","--"
"2013","Alaska","Males","--","107,136","--","--","--"
"2013","Alaska","Females","0**","100,025","0.00**","0.00**","--"
"2013","Arizona","Males","13**","920,187","1.41**","1.41**","805"
"2013","Arizona","Females","--","881,348","--","--","--"
"2013","Arkansas","Males","11**","402,847","2.73**","2.73**","599"
"2013","Arkansas","Females","--","384,650","--","--","--"
"2013","California","Males","70","5,234,214","1.34","1.32","4,058"
"2013","California","Females","23","5,006,413","0.46","0.45","1,370"
"2013","Colorado","Males","--","707,762","--","--","--"
"2013","Colorado","Females","--","672,417","--","--","--"
"2013","Connecticut","Males","--","454,728","--","--","--"
"2013","Connecticut","Females","--","435,843","--","--","--"
"2013","Delaware","Males","--","116,458","--","--","--"
"2013","Delaware","Females","0**","113,124","0.00**","0.00**","--"
"2013","District of Columbia","Males","0**","66,709","0.00**","0.00**","--"
"2013","District of Columbia","Females","0**","67,729","0.00**","0.00**","--"
"2013","Florida","Males","73","2,300,956","3.17","3.18","4,281"
"2013","Florida","Females","27","2,195,144","1.23","1.24","1,671"
"2013","Georgia","Males","22","1,410,754","1.56","1.56","1,221"
"2013","Georgia","Females","--","1,355,670","--","--","--"
"2013","Hawaii","Males","--","175,415","--","--","--"
"2013","Hawaii","Females","--","165,372","--","--","--"
"2013","Idaho","Males","--","241,980","--","--","--"
"2013","Idaho","Females","--","231,115","--","--","--"
"2013","Illinois","Males","14**","1,725,051","0.81**","0.82**","813"
"2013","Illinois","Females","--","1,652,720","--","--","--"
"2013","Indiana","Males","10**","907,234","1.10**","1.11**","593"
"2013","Indiana","Females","--","865,922","--","--","--"
"2013","Iowa","Males","--","418,838","--","--","--"
"2013","Iowa","Females","--","399,613","--","--","--"
"2013","Kansas","Males","10**","413,852","2.42**","2.44**","506"
"2013","Kansas","Females","--","392,947","--","--","--"
"2013","Kentucky","Males","--","581,084","--","--","--"
"2013","Kentucky","Females","--","552,072","--","--","--"
"2013","Louisiana","Males","15**","628,729","2.39**","2.38**","828"
"2013","Louisiana","Females","--","603,876","--","--","--"
"2013","Maine","Males","--","152,804","--","--","--"
"2013","Maine","Females","0**","144,056","0.00**","0.00**","--"
"2013","Maryland","Males","--","767,978","--","--","--"
"2013","Maryland","Females","--","737,508","--","--","--"
"2013","Massachusetts","Males","--","817,955","--","--","--"
"2013","Massachusetts","Females","--","790,759","--","--","--"
"2013","Michigan","Males","21","1,296,103","1.62","1.61","1,142"
"2013","Michigan","Females","--","1,235,990","--","--","--"
"2013","Minnesota","Males","--","727,604","--","--","--"
"2013","Minnesota","Females","--","696,974","--","--","--"
"2013","Mississippi","Males","11**","419,560","2.62**","2.63**","644"
"2013","Mississippi","Females","--","403,105","--","--","--"
"2013","Missouri","Males","10**","798,829","1.25**","1.25**","549"
"2013","Missouri","Females","--","760,775","--","--","--"
"2013","Montana","Males","--","129,195","--","--","--"
"2013","Montana","Females","0**","121,870","0.00**","0.00**","--"
"2013","Nebraska","Males","--","265,308","--","--","--"
"2013","Nebraska","Females","0**","252,939","0.00**","0.00**","--"
"2013","Nevada","Males","--","369,816","--","--","--"
"2013","Nevada","Females","--","352,217","--","--","--"
"2013","New Hampshire","Males","--","158,717","--","--","--"
"2013","New Hampshire","Females","0**","152,656","0.00**","0.00**","--"
"2013","New Jersey","Males","--","1,144,052","--","--","--"
"2013","New Jersey","Females","0**","1,092,864","0.00**","0.00**","--"
"2013","New Mexico","Males","--","289,329","--","--","--"
"2013","New Mexico","Females","--","277,802","--","--","--"
"2013","New York","Males","17**","2,440,472","0.70**","0.68**","918"
"2013","New York","Females","--","2,338,650","--","--","--"
"2013","North Carolina","Males","24","1,304,035","1.84","1.84","1,287"
"2013","North Carolina","Females","--","1,249,798","--","--","--"
"2013","North Dakota","Males","0**","95,443","0.00**","0.00**","--"
"2013","North Dakota","Females","0**","90,513","0.00**","0.00**","--"
"2013","Ohio","Males","24","1,518,980","1.58","1.59","1,361"
"2013","Ohio","Females","--","1,451,840","--","--","--"
"2013","Oklahoma","Males","20**","539,663","3.71**","3.69**","1,108"
"2013","Oklahoma","Females","--","513,236","--","--","--"
"2013","Oregon","Males","12**","489,022","2.45**","2.44**","667"
"2013","Oregon","Females","--","466,453","--","--","--"
"2013","Pennsylvania","Males","22","1,576,996","1.40","1.38","1,235"
"2013","Pennsylvania","Females","--","1,509,120","--","--","--"
"2013","Rhode Island","Males","--","127,487","--","--","--"
"2013","Rhode Island","Females","0**","123,368","0.00**","0.00**","--"
"2013","South Carolina","Males","15**","616,671","2.43**","2.42**","835"
"2013","South Carolina","Females","--","592,885","--","--","--"
"2013","South Dakota","Males","--","119,055","--","--","--"
"2013","South Dakota","Females","--","112,720","--","--","--"
"2013","Tennessee","Males","15**","847,515","1.77**","1.77**","840"
"2013","Tennessee","Females","--","812,573","--","--","--"
"2013","Texas","Males","69","3,989,134","1.73","1.71","3,985"
"2013","Texas","Females","28","3,817,872","0.73","0.72","1,647"
"2013","Utah","Males","--","504,299","--","--","--"
"2013","Utah","Females","--","479,329","--","--","--"
"2013","Vermont","Males","--","74,520","--","--","--"
"2013","Vermont","Females","0**","70,367","0.00**","0.00**","--"
"2013","Virginia","Males","15**","1,067,711","1.41**","1.39**","789"
"2013","Virginia","Females","--","1,024,133","--","--","--"
"2013","Washington","Males","18**","904,856","1.99**","1.99**","943"
"2013","Washington","Females","--","863,003","--","--","--"
"2013","West Virginia","Males","--","220,150","--","--","--"
"2013","West Virginia","Females","--","208,887","--","--","--"
"2013","Wisconsin","Males","--","751,687","--","--","--"
"2013","Wisconsin","Females","--","718,830","--","--","--"
"2013","Wyoming","Males","0**","78,930","0.00**","0.00**","--"
"2013","Wyoming","Females","--","74,408","--","--","--"
"2012","Alabama","Males","28","637,216","4.39","4.40","1,587"
"2012","Alabama","Females","10**","611,599","1.64**","1.65**","599"
"2012","Alaska","Males","--","107,153","--","--","--"
"2012","Alaska","Females","--","100,322","--","--","--"
"2012","Arizona","Males","21","920,127","2.28","2.27","1,197"
"2012","Arizona","Females","10**","880,337","1.14**","1.13**","610"
"2012","Arkansas","Males","18**","404,568","4.45**","4.44**","991"
"2012","Arkansas","Females","--","386,108","--","--","--"
"2012","California","Males","45","5,262,944","0.86","0.85","2,575"
"2012","California","Females","31","5,025,879","0.62","0.61","1,882"
"2012","Colorado","Males","--","706,021","--","--","--"
"2012","Colorado","Females","--","670,077","--","--","--"
"2012","Connecticut","Males","--","461,712","--","--","--"
"2012","Connecticut","Females","--","441,991","--","--","--"
"2012","Delaware","Males","--","117,347","--","--","--"
"2012","Delaware","Females","0**","113,758","0.00**","0.00**","--"
"2012","District of Columbia","Males","0**","64,744","0.00**","0.00**","--"
"2012","District of Columbia","Females","0**","65,793","0.00**","0.00**","--"
"2012","Florida","Males","67","2,294,099","2.92","2.93","4,026"
"2012","Florida","Females","24","2,187,217","1.10","1.10","1,446"
"2012","Georgia","Males","24","1,414,992","1.70","1.69","1,355"
"2012","Georgia","Females","11**","1,357,063","0.81**","0.81**","664"
"2012","Hawaii","Males","--","175,002","--","--","--"
"2012","Hawaii","Females","0**","165,072","0.00**","0.00**","--"
"2012","Idaho","Males","--","241,793","--","--","--"
"2012","Idaho","Females","--","230,633","--","--","--"
"2012","Illinois","Males","23","1,745,874","1.32","1.32","1,285"
"2012","Illinois","Females","--","1,671,946","--","--","--"
"2012","Indiana","Males","14**","910,350","1.54**","1.53**","767"
"2012","Indiana","Females","--","868,168","--","--","--"
"2012","Iowa","Males","--","418,688","--","--","--"
"2012","Iowa","Females","--","398,517","--","--","--"
"2012","Kansas","Males","--","415,343","--","--","--"
"2012","Kansas","Females","--","394,188","--","--","--"
"2012","Kentucky","Males","13**","581,681","2.24**","2.22**","741"
"2012","Kentucky","Females","--","553,058","--","--","--"
"2012","Louisiana","Males","12**","631,154","1.90**","1.90**","670"
"2012","Louisiana","Females","10**","605,913","1.65**","1.59**","615"
"2012","Maine","Males","--","154,845","--","--","--"
"2012","Maine","Females","0**","146,156","0.00**","0.00**","--"
"2012","Maryland","Males","13**","771,286","1.69**","1.70**","762"
"2012","Maryland","Females","--","740,024","--","--","--"
"2012","Massachusetts","Males","--","821,568","--","--","--"
"2012","Massachusetts","Females","--","793,047","--","--","--"
"2012","Michigan","Males","33","1,311,842","2.52","2.49","1,808"
"2012","Michigan","Females","11**","1,249,435","0.88**","0.91**","653"
"2012","Minnesota","Males","14**","728,651","1.92**","1.91**","784"
"2012","Minnesota","Females","--","697,651","--","--","--"
"2012","Mississippi","Males","14**","423,415","3.31**","3.29**","789"
"2012","Mississippi","Females","--","406,440","--","--","--"
"2012","Missouri","Males","--","804,337","--","--","--"
"2012","Missouri","Females","--","766,116","--","--","--"
"2012","Montana","Males","--","128,474","--","--","--"
"2012","Montana","Females","--","121,522","--","--","--"
"2012","Nebraska","Males","--","264,175","--","--","--"
"2012","Nebraska","Females","--","252,438","--","--","--"
"2012","Nevada","Males","--","369,312","--","--","--"
"2012","Nevada","Females","--","351,654","--","--","--"
"2012","New Hampshire","Males","0**","161,394","0.00**","0.00**","--"
"2012","New Hampshire","Females","--","155,060","--","--","--"
"2012","New Jersey","Males","12**","1,155,305","1.04**","1.02**","638"
"2012","New Jersey","Females","--","1,102,420","--","--","--"
"2012","New Mexico","Males","--","292,096","--","--","--"
"2012","New Mexico","Females","0**","280,460","0.00**","0.00**","--"
"2012","New York","Males","26","2,461,745","1.06","1.04","1,442"
"2012","New York","Females","--","2,356,818","--","--","--"
"2012","North Carolina","Males","25","1,306,325","1.91","1.91","1,388"
"2012","North Carolina","Females","--","1,249,400","--","--","--"
"2012","North Dakota","Males","0**","92,425","0.00**","0.00**","--"
"2012","North Dakota","Females","--","87,433","--","--","--"
"2012","Ohio","Males","30","1,529,361","1.96","1.96","1,708"
"2012","Ohio","Females","--","1,461,361","--","--","--"
"2012","Oklahoma","Males","23","536,204","4.29","4.26","1,290"
"2012","Oklahoma","Females","--","509,850","--","--","--"
"2012","Oregon","Males","10**","491,763","2.03**","2.03**","557"
"2012","Oregon","Females","--","468,922","--","--","--"
"2012","Pennsylvania","Males","29","1,592,162","1.82","1.78","1,562"
"2012","Pennsylvania","Females","--","1,523,580","--","--","--"
"2012","Rhode Island","Males","--","129,365","--","--","--"
"2012","Rhode Island","Females","0**","124,997","0.00**","0.00**","--"
"2012","South Carolina","Males","13**","617,664","2.11**","2.06**","665"
"2012","South Carolina","Females","--","593,829","--","--","--"
"2012","South Dakota","Males","--","118,251","--","--","--"
"2012","South Dakota","Females","--","111,768","--","--","--"
"2012","Tennessee","Males","18**","849,417","2.12**","2.11**","971"
"2012","Tennessee","Females","--","813,329","--","--","--"
"2012","Texas","Males","55","3,960,463","1.39","1.38","3,127"
"2012","Texas","Females","24","3,784,239","0.63","0.62","1,455"
"2012","Utah","Males","--","499,158","--","--","--"
"2012","Utah","Females","--","474,556","--","--","--"
"2012","Vermont","Males","0**","75,481","0.00**","0.00**","--"
"2012","Vermont","Females","0**","71,444","0.00**","0.00**","--"
"2012","Virginia","Males","14**","1,068,011","1.31**","1.30**","728"
"2012","Virginia","Females","--","1,024,369","--","--","--"
"2012","Washington","Males","21","904,317","2.32","2.31","1,111"
"2012","Washington","Females","--","861,392","--","--","--"
"2012","West Virginia","Males","--","221,653","--","--","--"
"2012","West Virginia","Females","--","210,030","--","--","--"
"2012","Wisconsin","Males","15**","757,311","1.98**","1.96**","833"
"2012","Wisconsin","Females","--","723,649","--","--","--"
"2012","Wyoming","Males","--","78,116","--","--","--"
"2012","Wyoming","Females","--","73,750","--","--","--"
"2011","Alabama","Males","20**","642,788","3.11**","3.08**","1,117"
"2011","Alabama","Females","--","616,260","--","--","--"
"2011","Alaska","Males","--","107,633","--","--","--"
"2011","Alaska","Females","--","100,784","--","--","--"
"2011","Arizona","Males","19**","920,538","2.06**","2.04**","1,132"
"2011","Arizona","Females","12**","880,699","1.36**","1.34**","720"
"2011","Arkansas","Males","--","405,575","--","--","--"
"2011","Arkansas","Females","--","387,683","--","--","--"
"2011","California","Males","64","5,300,376","1.21","1.19","3,721"
"2011","California","Females","20**","5,054,061","0.40**","0.39**","1,249"
"2011","Colorado","Males","--","704,829","--","--","--"
"2011","Colorado","Females","--","669,002","--","--","--"
"2011","Connecticut","Males","--","466,472","--","--","--"
"2011","Connecticut","Females","0**","445,579","0.00**","0.00**","--"
"2011","Delaware","Males","--","117,742","--","--","--"
"2011","Delaware","Females","0**","114,225","0.00**","0.00**","--"
"2011","District of Columbia","Males","0**","63,079","0.00**","0.00**","--"
"2011","District of Columbia","Females","0**","63,793","0.00**","0.00**","--"
"2011","Florida","Males","54","2,296,732","2.35","2.36","3,246"
"2011","Florida","Females","32","2,188,515","1.46","1.47","1,959"
"2011","Georgia","Males","27","1,417,467","1.91","1.90","1,510"
"2011","Georgia","Females","10**","1,357,877","0.74**","0.73**","586"
"2011","Hawaii","Males","--","174,687","--","--","--"
"2011","Hawaii","Females","--","164,472","--","--","--"
"2011","Idaho","Males","--","242,623","--","--","--"
"2011","Idaho","Females","--","231,345","--","--","--"
"2011","Illinois","Males","29","1,766,525","1.64","1.64","1,627"
"2011","Illinois","Females","--","1,690,188","--","--","--"
"2011","Indiana","Males","19**","917,453","2.07**","2.08**","1,127"
"2011","Indiana","Females","--","875,154","--","--","--"
"2011","Iowa","Males","--","420,254","--","--","--"
"2011","Iowa","Females","--","400,076","--","--","--"
"2011","Kansas","Males","--","416,328","--","--","--"
"2011","Kansas","Females","--","394,735","--","--","--"
"2011","Kentucky","Males","13**","584,886","2.22**","2.21**","747"
"2011","Kentucky","Females","--","556,222","--","--","--"
"2011","Louisiana","Males","23","634,509","3.63","3.60","1,292"
"2011","Louisiana","Females","--","609,150","--","--","--"
"2011","Maine","Males","--","157,212","--","--","--"
"2011","Maine","Females","0**","148,348","0.00**","0.00**","--"
"2011","Maryland","Males","--","773,541","--","--","--"
"2011","Maryland","Females","--","742,020","--","--","--"
"2011","Massachusetts","Males","--","825,312","--","--","--"
"2011","Massachusetts","Females","--","795,565","--","--","--"
"2011","Michigan","Males","21","1,329,827","1.58","1.54","1,116"
"2011","Michigan","Females","--","1,266,351","--","--","--"
"2011","Minnesota","Males","--","731,541","--","--","--"
"2011","Minnesota","Females","--","700,087","--","--","--"
"2011","Mississippi","Males","15**","427,810","3.51**","3.46**","783"
"2011","Mississippi","Females","--","410,105","--","--","--"
"2011","Missouri","Males","21","811,696","2.59","2.56","1,217"
"2011","Missouri","Females","0**","773,435","0.00**","0.00**","--"
"2011","Montana","Males","--","129,044","--","--","--"
"2011","Montana","Females","--","121,931","--","--","--"
"2011","Nebraska","Males","--","263,653","--","--","--"
"2011","Nebraska","Females","--","251,772","--","--","--"
"2011","Nevada","Males","10**","370,923","2.70**","2.68**","561"
"2011","Nevada","Females","--","352,989","--","--","--"
"2011","New Hampshire","Males","--","163,960","--","--","--"
"2011","New Hampshire","Females","0**","157,458","0.00**","0.00**","--"
"2011","New Jersey","Males","13**","1,166,756","1.11**","1.12**","757"
"2011","New Jersey","Females","--","1,111,254","--","--","--"
"2011","New Mexico","Males","--","294,434","--","--","--"
"2011","New Mexico","Females","--","283,388","--","--","--"
"2011","New York","Males","17**","2,481,868","0.69**","0.67**","908"
"2011","New York","Females","--","2,374,178","--","--","--"
"2011","North Carolina","Males","24","1,308,967","1.83","1.81","1,309"
"2011","North Carolina","Females","--","1,249,590","--","--","--"
"2011","North Dakota","Males","0**","90,064","0.00**","0.00**","--"
"2011","North Dakota","Females","0**","85,178","0.00**","0.00**","--"
"2011","Ohio","Males","18**","1,546,024","1.16**","1.16**","1,026"
"2011","Ohio","Females","10**","1,478,429","0.68**","0.69**","620"
"2011","Oklahoma","Males","14**","535,121","2.62**","2.56**","787"
"2011","Oklahoma","Females","--","509,228","--","--","--"
"2011","Oregon","Males","--","494,606","--","--","--"
"2011","Oregon","Females","--","471,666","--","--","--"
"2011","Pennsylvania","Males","28","1,607,767","1.74","1.72","1,526"
"2011","Pennsylvania","Females","--","1,538,272","--","--","--"
"2011","Rhode Island","Males","--","131,069","--","--","--"
"2011","Rhode Island","Females","--","126,464","--","--","--"
"2011","South Carolina","Males","17**","619,524","2.74**","2.68**","924"
"2011","South Carolina","Females","--","594,923","--","--","--"
"2011","South Dakota","Males","--","117,668","--","--","--"
"2011","South Dakota","Females","0**","111,137","0.00**","0.00**","--"
"2011","Tennessee","Males","11**","850,919","1.29**","1.29**","626"
"2011","Tennessee","Females","--","814,319","--","--","--"
"2011","Texas","Males","86","3,933,734","2.19","2.16","4,906"
"2011","Texas","Females","32","3,755,291","0.85","0.83","1,928"
"2011","Utah","Males","16**","496,490","3.22**","3.24**","882"
"2011","Utah","Females","--","472,733","--","--","--"
"2011","Vermont","Males","--","76,624","--","--","--"
"2011","Vermont","Females","0**","72,458","0.00**","0.00**","--"
"2011","Virginia","Males","--","1,066,305","--","--","--"
"2011","Virginia","Females","--","1,021,530","--","--","--"
"2011","Washington","Males","14**","906,115","1.55**","1.53**","732"
"2011","Washington","Females","--","861,763","--","--","--"
"2011","West Virginia","Males","--","222,981","--","--","--"
"2011","West Virginia","Females","--","211,462","--","--","--"
"2011","Wisconsin","Males","13**","763,440","1.70**","1.69**","718"
"2011","Wisconsin","Females","--","729,009","--","--","--"
"2011","Wyoming","Males","--","77,665","--","--","--"
"2011","Wyoming","Females","--","73,160","--","--","--"
"2010","Alabama","Males","15**","651,178","2.30**","2.26**","808"
"2010","Alabama","Females","--","625,139","--","--","--"
"2010","Alaska","Males","--","107,260","--","--","--"
"2010","Alaska","Females","0**","100,580","0.00**","0.00**","--"
"2010","Arizona","Males","20**","930,090","2.15**","2.08**","1,233"
"2010","Arizona","Females","11**","889,558","1.24**","1.21**","656"
"2010","Arkansas","Males","11**","406,903","2.70**","2.68**","600"
"2010","Arkansas","Females","--","389,045","--","--","--"
"2010","California","Males","62","5,354,639","1.16","1.14","3,607"
"2010","California","Females","21","5,097,434","0.41","0.41","1,263"
"2010","Colorado","Males","12**","700,064","1.71**","1.70**","658"
"2010","Colorado","Females","--","664,627","--","--","--"
"2010","Connecticut","Males","--","469,117","--","--","--"
"2010","Connecticut","Females","--","446,671","--","--","--"
"2010","Delaware","Males","--","118,801","--","--","--"
"2010","Delaware","Females","--","115,008","--","--","--"
"2010","District of Columbia","Males","0**","61,329","0.00**","0.00**","--"
"2010","District of Columbia","Females","--","62,401","--","--","--"
"2010","Florida","Males","75","2,309,155","3.25","3.26","4,496"
"2010","Florida","Females","25","2,204,011","1.13","1.14","1,523"
"2010","Georgia","Males","38","1,420,311","2.68","2.67","2,101"
"2010","Georgia","Females","10**","1,361,570","0.73**","0.73**","583"
"2010","Hawaii","Males","--","174,155","--","--","--"
"2010","Hawaii","Females","--","164,142","--","--","--"
"2010","Idaho","Males","--","243,397","--","--","--"
"2010","Idaho","Females","--","231,887","--","--","--"
"2010","Illinois","Males","21","1,787,399","1.18","1.16","1,121"
"2010","Illinois","Females","--","1,709,264","--","--","--"
"2010","Indiana","Males","18**","924,012","1.95**","1.94**","981"
"2010","Indiana","Females","--","882,598","--","--","--"
"2010","Iowa","Males","10**","420,657","2.38**","2.35**","555"
"2010","Iowa","Females","--","399,874","--","--","--"
"2010","Kansas","Males","11**","415,828","2.65**","2.62**","607"
"2010","Kansas","Females","--","394,815","--","--","--"
"2010","Kentucky","Males","--","586,945","--","--","--"
"2010","Kentucky","Females","--","559,241","--","--","--"
"2010","Louisiana","Males","20**","639,149","3.13**","3.06**","1,107"
"2010","Louisiana","Females","--","615,100","--","--","--"
"2010","Maine","Males","--","159,883","--","--","--"
"2010","Maine","Females","0**","151,075","0.00**","0.00**","--"
"2010","Maryland","Males","13**","774,101","1.68**","1.66**","699"
"2010","Maryland","Females","0**","742,533","0.00**","0.00**","--"
"2010","Massachusetts","Males","--","826,492","--","--","--"
"2010","Massachusetts","Females","--","794,711","--","--","--"
"2010","Michigan","Males","24","1,355,849","1.77","1.74","1,306"
"2010","Michigan","Females","--","1,293,195","--","--","--"
"2010","Minnesota","Males","--","731,906","--","--","--"
"2010","Minnesota","Females","--","699,304","--","--","--"
"2010","Mississippi","Males","11**","433,299","2.54**","2.49**","629"
"2010","Mississippi","Females","--","416,248","--","--","--"
"2010","Missouri","Males","17**","819,276","2.08**","2.04**","915"
"2010","Missouri","Females","--","782,141","--","--","--"
"2010","Montana","Males","--","129,193","--","--","--"
"2010","Montana","Females","--","121,837","--","--","--"
"2010","Nebraska","Males","--","262,232","--","--","--"
"2010","Nebraska","Females","--","250,228","--","--","--"
"2010","Nevada","Males","11**","377,387","2.92**","2.85**","625"
"2010","Nevada","Females","0**","359,066","0.00**","0.00**","--"
"2010","New Hampshire","Males","--","166,491","--","--","--"
"2010","New Hampshire","Females","0**","159,310","0.00**","0.00**","--"
"2010","New Jersey","Males","11**","1,174,554","0.94**","0.95**","643"
"2010","New Jersey","Females","0**","1,116,657","0.00**","0.00**","--"
"2010","New Mexico","Males","--","295,629","--","--","--"
"2010","New Mexico","Females","--","284,217","--","--","--"
"2010","New York","Males","30","2,504,034","1.20","1.17","1,622"
"2010","New York","Females","13**","2,393,490","0.54**","0.55**","759"
"2010","North Carolina","Males","37","1,308,848","2.83","2.78","2,054"
"2010","North Carolina","Females","--","1,249,843","--","--","--"
"2010","North Dakota","Males","--","88,325","--","--","--"
"2010","North Dakota","Females","--","83,604","--","--","--"
"2010","Ohio","Males","24","1,567,250","1.53","1.51","1,300"
"2010","Ohio","Females","10**","1,499,886","0.67**","0.68**","611"
"2010","Oklahoma","Males","18**","533,545","3.37**","3.32**","1,058"
"2010","Oklahoma","Females","--","508,099","--","--","--"
"2010","Oregon","Males","12**","497,779","2.41**","2.36**","617"
"2010","Oregon","Females","--","474,400","--","--","--"
"2010","Pennsylvania","Males","15**","1,625,400","0.92**","0.90**","824"
"2010","Pennsylvania","Females","--","1,554,200","--","--","--"
"2010","Rhode Island","Males","--","133,281","--","--","--"
"2010","Rhode Island","Females","0**","128,486","0.00**","0.00**","--"
"2010","South Carolina","Males","17**","624,158","2.72**","2.69**","902"
"2010","South Carolina","Females","--","600,286","--","--","--"
"2010","South Dakota","Males","0**","116,440","0.00**","0.00**","--"
"2010","South Dakota","Females","--","110,305","--","--","--"
"2010","Tennessee","Males","26","856,253","3.04","3.01","1,440"
"2010","Tennessee","Females","--","819,876","--","--","--"
"2010","Texas","Males","73","3,899,585","1.87","1.86","4,067"
"2010","Texas","Females","24","3,722,258","0.65","0.62","1,455"
"2010","Utah","Males","--","492,098","--","--","--"
"2010","Utah","Females","--","470,438","--","--","--"
"2010","Vermont","Males","0**","77,203","0.00**","0.00**","--"
"2010","Vermont","Females","--","73,044","--","--","--"
"2010","Virginia","Males","18**","1,063,788","1.69**","1.67**","1,017"
"2010","Virginia","Females","--","1,019,916","--","--","--"
"2010","Washington","Males","15**","907,085","1.65**","1.65**","800"
"2010","Washington","Females","--","862,812","--","--","--"
"2010","West Virginia","Males","--","225,131","--","--","--"
